precio_m2_inmueble,id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,comunidad_autonoma,poblacion,superficie_km2,precio_m2_ciudad,latitud_centro,longitud_centro,distrito,renta_media,precio_m2_barrio,latitud_barrio,longitud_barrio,num_colegios,num_centros_salud,num_estaciones_transp,num_zonas_verdes,nivel_servicios,indice_seguridad,indice_contaminacion,indice_accesibilidad,descripcion,poblacion_km2
4508.082191780822,64,madrid,arganzuela,Alquiler,piso,427817.0,94.9,1,1,obra nueva,2018,sexto,0,0,0,0,0,4.43,2024-10-18,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5430.470430107526,65,madrid,centro,Venta,dúplex,404027.0,74.4,4,1,buen estado,1966,cuarto,1,0,1,1,1,6.18,2024-12-06,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,Apartamento de dos niveles comunicados mediante escalera interna.,5460.863809366209
4884.4610281923715,66,madrid,chamberí,Venta,piso,294533.0,60.3,1,1,buen estado,1980,primero,1,,0,1,0,4.16,2024-12-19,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,30715.0,5015.702449625389,40.4085,-3.7091,2,1,0,1,bajo,4.2,6.1,6.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
,67,madrid,retiro,Venta,piso,,,4,1,a reformar,2000,octavo,,,0,1,0,5.13,2025-01-01,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5229.508541076817,68,madrid,salamanca,Venta,chalet,1087781.0,208.0082652998236,1,1,buen estado,1966,cuarto,0,0,1,1,0,6.92,2024-10-18,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Casa independiente, a menudo con jardín y mayor espacio.",5460.863809366209
5387.22964763062,69,madrid,salamanca,Venta,piso,443369.0,82.3,2,1,obra nueva,2021,noveno,1,1,0,,,5.87,2025-02-16,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
,70,madrid,salamanca,Venta,piso,,32.2,3,2,buen estado,1968,sexto,1,0,0,1,1,5.15,2024-10-09,Madrid,3300000,604.3,5000,40.4168,-3.7038,centro,28477.0,5018.591066283978,40.4207,-3.7176,1,3,3,1,medio,6.3,3.1,8.4,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
5076.94894146949,71,madrid,tetuán,Alquiler,piso,407679.0,80.3,2,1,obra nueva,2023,ático,1,1,1,1,0,5.6,2024-11-28,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,27319.0,5006.982683195612,40.3993,-3.7114,3,1,6,0,alto,8.0,4.9,8.6,"Apartamento en edificio, usualmente con varias plantas.",5460.863809366209
4973.463892288862,72,madrid,retiro,Venta,ático,406332.0,81.7,1,1,reformado,1969,noveno,0,1,0,0,0,6.11,2024-12-28,Madrid,3300000,604.3,5000,40.4168,-3.7038,norte,20788.0,5043.203586080414,40.4166,-3.7224,3,1,7,1,alto,9.3,5.5,4.6,"Piso en la última planta, con vistas y terraza.",5460.863809366209
5663.178016726403,73,madrid,arganzuela,Alquiler,estudio,474008.0,83.7,,1,buen estado,1998,cuarto,,0,0,0,0,6.18,2025-03-28,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4851.870967741936,74,madrid,centro,Venta,estudio,376020.0,77.5,1,1,buen estado,1992,tercero,0,,1,0,0,3.25,2025-01-24,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,30416.0,5010.976877804975,40.408,-3.7021,1,0,3,4,medio,5.7,5.7,6.5,"Vivienda de planta única, generalmente compacta.",5460.863809366209
4720.979643765903,75,madrid,arganzuela,Alquiler,estudio,371069.0,78.6,1,1,reformado,1988,noveno,0,0,0,0,0,6.93,2025-03-03,Madrid,3300000,604.3,5000,40.4168,-3.7038,periférico,31325.0,4974.250892259588,40.4132,-3.6936,1,0,6,4,alto,6.5,6.6,6.4,"Vivienda de planta única, generalmente compacta.",5460.863809366209
